"Year","Sex","Country/Region/World","ISO","Prevalence of BMI<18.5 kg/m² (underweight)","Prevalence of BMI<18.5 kg/m² (underweight) lower 95% uncertainty interval","Prevalence of BMI<18.5 kg/m² (underweight) upper 95% uncertainty interval","Prevalence of BMI>=30 kg/m² (obesity)","Prevalence of BMI>=30 kg/m² (obesity) lower 95% uncertainty interval","Prevalence of BMI>=30 kg/m² (obesity) upper 95% uncertainty interval","Prevalence of BMI 18.5 kg/m² to <20 kg/m²","Prevalence of BMI 18.5 kg/m² to <20 kg/m² lower 95% uncertainty interval","Prevalence of BMI 18.5 kg/m² to <20 kg/m² upper 95% uncertainty interval","Prevalence of BMI 20 kg/m² to <25 kg/m²","Prevalence of BMI 20 kg/m² to <25 kg/m² lower 95% uncertainty interval","Prevalence of BMI 20 kg/m² to <25 kg/m² upper 95% uncertainty interval","Prevalence of BMI 25 kg/m² to <30 kg/m²","Prevalence of BMI 25 kg/m² to <30 kg/m² lower 95% uncertainty interval","Prevalence of BMI 25 kg/m² to <30 kg/m² upper 95% uncertainty interval","Prevalence of BMI 30 kg/m² to <35 kg/m²","Prevalence of BMI 30 kg/m² to <35 kg/m² lower 95% uncertainty interval","Prevalence of BMI 30 kg/m² to <35 kg/m² upper 95% uncertainty interval","Prevalence of BMI 35 kg/m² to <40 kg/m²","Prevalence of BMI 35 kg/m² to <40 kg/m² lower 95% uncertainty interval","Prevalence of BMI 35 kg/m² to <40 kg/m² upper 95% uncertainty interval","Prevalence of BMI >=40 kg/m² (morbid obesity)","Prevalence of BMI >=40 kg/m² (morbid obesity) lower 95% uncertainty interval","Prevalence of BMI >=40 kg/m² (morbid obesity) upper 95% uncertainty interval"
2020,"Women","United Kingdom","GBR",0.018131703549559532,0.014607273018191496,0.022109238557519492,0.2855885761088671,0.2694795574379891,0.30266762912060796,0.04500612090046743,0.03940474992813002,0.05093622699963726,0.3476265150640281,0.33081320331910374,0.3642692187187291,0.3036470823770778,0.28795763037513256,0.3200339067982896,0.16046650330979045,0.14652725731106958,0.17487329901873275,0.07408309007828986,0.06468023434989609,0.08395122814069494,0.051038982720786816,0.04217521338917717,0.060799743145046915
2021,"Women","United Kingdom","GBR",0.018267781321554225,0.014213246622535118,0.02292175049599273,0.2882269240970723,0.26858877285438637,0.30831169091303506,0.044976693041312014,0.03837459752719887,0.05195376605471138,0.3457093971412849,0.32604590092866503,0.3654422817319849,0.3028192023987766,0.2840071803966706,0.3222910488556499,0.16013063981548176,0.14394391455551672,0.17686880565586127,0.07500517927121039,0.06390006811269884,0.08663821682264754,0.05309110501038011,0.042694418000910644,0.06498903830274962
2022,"Women","United Kingdom","GBR",0.018420906131150012,0.013811808334255873,0.02379129757251407,0.29090353667515945,0.2679568046002375,0.31438323029373083,0.044965341229409435,0.03733246069193581,0.05312117468792095,0.3437837631838706,0.3204840791003878,0.36702646735230593,0.3019264507804105,0.2797639358982507,0.3244532898793649,0.15975586880097498,0.1405381788698882,0.17939690372822356,0.07593086895149885,0.06316257105435853,0.08961759412357895,0.05521679892268558,0.04295550232957064,0.06948460052365377
2023,"Women","United Kingdom","GBR",0.018583983106959766,0.013333620719844137,0.024789866918271744,0.2936264636234744,0.266368699772468,0.32105778337436314,0.04496219768042544,0.03615553848265216,0.05449542557288582,0.34184328618370263,0.3144835323310673,0.3694972459686021,0.30098406740543776,0.275039380032472,0.3272431951381279,0.15935266014991673,0.13711201701852335,0.18240640324776655,0.07685533476278653,0.062184426734554925,0.09275500087792053,0.05741846871077112,0.04291346386172224,0.0747100080977946
2024,"Women","United Kingdom","GBR",0.01875929773455082,0.012859953722576747,0.025933843503260924,0.2964196609098652,0.26459780837259433,0.3286906398814879,0.044965475442428564,0.034931299437195924,0.05603076363136362,0.33987055593611826,0.30786735528589393,0.37187999729851334,0.29998500797703703,0.2697420465167423,0.3299434540835222,0.1589311573258613,0.13297246072827223,0.1859387143446396,0.07778912150643355,0.061086279762294325,0.09623155121826028,0.059699382077570376,0.04272839291319111,0.08086073137037766
1980,"Men","United Kingdom","GBR",0.018696231187439613,0.011022758087317898,0.029492230496711045,0.05722876518517686,0.04272807017742623,0.07361965616879865,0.054424981148422195,0.04059409220636992,0.07120844207898784,0.5151896496850442,0.47790971475474975,0.5519902637637069,0.3544603707939171,0.31779876461227186,0.3909654000131223,0.04996004750745254,0.03594303113265222,0.0658777127771676,0.005836763420379284,0.0031196519967752407,0.009780633886415183,0.0014319542573450366,5.522367204401962e-4,0.002985936941440877
1981,"Men","United Kingdom","GBR",0.017776176148596685,0.011007011206728761,0.026974003863974087,0.06105293390707212,0.04756496572408238,0.07603664224707178,0.05218192965763164,0.04000608721759593,0.06675197106052556,0.5083544997645986,0.4756036885010527,0.5412851685798443,0.36063445852210096,0.3286735544681706,0.39286413486147487,0.05317680101864906,0.039945493568098366,0.06795386916264326,0.006350129486630415,0.0036872858998026233,0.010013190420201273,0.0015260034017926427,6.579027528338219e-4,0.0029590334082249185
1982,"Men","United Kingdom","GBR",0.016908945443936403,0.010992233181653021,0.024803703272920686,0.06511342070019673,0.052447773131099475,0.07887375003401756,0.050025131570818934,0.03931689633231997,0.062471967917752114,0.5011577163560927,0.4719750465108759,0.530191801710876,0.3667947839289552,0.33842216113001583,0.39572580458850487,0.05657130805328243,0.04403469294280016,0.07024471170431393,0.0069107365612358284,0.00433488623420957,0.010315271425061848,0.0016313760856784703,7.97596404938139e-4,0.0029725244900151637
1983,"Men","United Kingdom","GBR",0.0160963726126963,0.01087050833795908,0.022902433524815177,0.06940520187383444,0.05741152321361338,0.08224008428361591,0.04793414029544188,0.038593138376597155,0.05862153322018449,0.4936426815954901,0.4672768975267235,0.5196591791746956,0.3729216016225373,0.34718753224215004,0.3989763221931338,0.06013625799387197,0.04849982038670188,0.07283293719321812,0.007522581220664361,0.005021060346804337,0.010784415419896873,0.001746362659298116,9.38818482610309e-4,0.0029888711455499017
1984,"Men","United Kingdom","GBR",0.01533826772288292,0.010782051535852872,0.021225083931758825,0.07394981072110643,0.06277588786491319,0.08591799871813825,0.04591147392820518,0.03769117571761632,0.05512970496028709,0.485759869447456,0.46205835197196987,0.5087991163783834,0.3790405761803494,0.35620691665059867,0.40246431029411234,0.06389164060651352,0.052767235670753726,0.07561878145369809,0.008185983460490471,0.005745882380989831,0.011225633325114498,0.0018721866541024355,0.0010884259690872526,0.00302153245595806
1985,"Men","United Kingdom","GBR",0.014636783752318982,0.010619108459046527,0.019709842483264392,0.07873489901407313,0.06804950218001357,0.0897447617850794,0.043954946729390244,0.03674923684617429,0.05203002756027938,0.4775057375495755,0.45639998196128323,0.4981483242250955,0.3851676309546422,0.3646745093974188,0.4060987971167161,0.06782309434549098,0.05734228784430258,0.07890341029878009,0.008903670612525756,0.006509822211895963,0.011823039144865648,0.002008134056056383,0.0012337694132937972,0.0030888058511933493
1986,"Men","United Kingdom","GBR",0.013989354185404614,0.010431859219962899,0.018356521904986427,0.08377278675319216,0.07368220194861531,0.0941457201413368,0.042079809536186646,0.03574969655212031,0.049121703402437725,0.4689236499058357,0.44921005315956447,0.4875889311571828,0.3912343976193809,0.3726459377502461,0.41032768808855946,0.07194177566057515,0.0620618656845428,0.08215113731105593,0.009674930848453703,0.0073206961687656506,0.012460125912792951,0.0021560802441633153,0.0013933512267217027,0.0031853620487847147
1987,"Men","United Kingdom","GBR",0.01339775976314704,0.010279373029219134,0.017230193898201202,0.08907618503810241,0.07955302504352653,0.09911983961016442,0.040297652393035885,0.034789585112820987,0.04639208446660858,0.4600097925938141,0.4421718744071178,0.4768182785257247,0.3972186082119006,0.3800929255740684,0.41476092054230873,0.0762609607300334,0.06697368244714944,0.0860469531096569,0.01049632050621521,0.008178141672018477,0.013167925139668144,0.0023189038018538066,0.001576624083547914,0.0033093765149744842
1988,"Men","United Kingdom","GBR",0.012855911267104132,0.010089976593873094,0.01627555460104618,0.09471746043888561,0.08558765164096468,0.10433994199329782,0.03860399632141043,0.03383075194476739,0.04398415983536011,0.4507426622255906,0.434256352195279,0.46641482678044177,0.40307996774700927,0.3870877451655609,0.4195542837537467,0.08083697403633762,0.07176101402410272,0.09036847113494333,0.011382981483475295,0.009083352748955647,0.014012264283661792,0.0024975049190727096,0.0017669307891013844,0.0034825340221833843
1989,"Men","United Kingdom","GBR",0.012367299362285285,0.009901661760380863,0.015344032403366676,0.10074233863345715,0.09186990031410447,0.11001163909651318,0.037017729017912955,0.032802705728724645,0.04162876467433189,0.4411168514110769,0.42587864916058893,0.4558178322376341,0.40875577957526765,0.39384852264288933,0.42401949058250016,0.08570470163339274,0.07705472533550262,0.09471758903354058,0.012339946547303478,0.01004985153789339,0.014946491547517924,0.002697690452760937,0.001956556294827141,0.0036834093671170337
1990,"Men","United Kingdom","GBR",0.011923662953980466,0.009664352293353398,0.014637459845340014,0.1071635623507143,0.09850307431983998,0.11621318760509748,0.035549123968795115,0.031711237778758956,0.03965133241117995,0.4312435404130617,0.4171510203965966,0.4449105139919233,0.4141201083134484,0.40004205794631287,0.42806054367289953,0.09085966317445322,0.0825085524888161,0.09967584271935798,0.013382584797235291,0.011073711858690232,0.01602990554047666,0.002921314379025805,0.0021781576149670005,0.0039102610141071095
1991,"Men","United Kingdom","GBR",0.01152685397253466,0.009439665654043635,0.013980685232465739,0.11394504562104472,0.10556768647847266,0.12285565050293569,0.03419682887312775,0.03076512995702253,0.03785758726731036,0.4212309658878845,0.4080542840606616,0.4343677480490534,0.4191003036454084,0.4059856886171113,0.43218963867910065,0.09626156417697555,0.08812024200501234,0.10486392816056984,0.014514235415050855,0.012223361897013426,0.01711852500897579,0.0031692460290183265,0.002403698523346671,0.004141874740027922
1992,"Men","United Kingdom","GBR",0.01116929270295297,0.009222346350959377,0.013384727397633805,0.12106156319775102,0.11284394484851422,0.1295488607097909,0.03295064558753695,0.029765018190288123,0.03635056701025252,0.4112022468205304,0.39867939964989785,0.4237483346732688,0.42361624969122863,0.41106093486656436,0.43608311767368,0.10189160577707627,0.09402747482734243,0.11011381253275646,0.015728563926983914,0.013413868315526854,0.018274147462153303,0.003441393493690837,0.002654287001235824,0.004426763743077148
1993,"Men","United Kingdom","GBR",0.010852033616848136,0.00903613629253978,0.012909733874759194,0.1284735745097103,0.12035817549101444,0.13683291084226004,0.03180280031861905,0.028921416511464647,0.03492603362864948,0.40119977290781234,0.38940991122623353,0.4129199355466289,0.4276718166470102,0.4161082013720897,0.4396913194514018,0.10768377152827496,0.10003354392216415,0.11572192980108514,0.017048216084346514,0.014739421667719825,0.019648267930266864,0.0037415868970888345,0.0029090844807356407,0.004768915575792335
1994,"Men","United Kingdom","GBR",0.010571704044777364,0.008863913235796425,0.012479200044738842,0.13618999408614796,0.12820762050188447,0.1443937021681046,0.030751949453994308,0.02809420028615025,0.03368628700570546,0.3913068922808265,0.379804412978846,0.402518965477898,0.43117945813425396,0.4201827107358415,0.4425324787890644,0.11362278269636755,0.10604867200694605,0.12151910887629774,0.01849021865394503,0.016127875760150297,0.021072327848634935,0.0040769927358353724,0.0031980890651172405,0.00511160906376537
1995,"Men","United Kingdom","GBR",0.010330588051755261,0.008699283470742156,0.01211684888549094,0.14412598768406906,0.13612908127423018,0.15225305270645673,0.029799607706961696,0.027238125937944592,0.03249521271074416,0.38165148606039945,0.37076921857285344,0.3925311985454794,0.43409232849681456,0.4233058770403446,0.44508962957919523,0.11959635517463069,0.11203999659143143,0.1273679198565311,0.020074410461121652,0.017636124756836527,0.02264063016852667,0.004455222048316719,0.003527107749976789,0.005530535784108761
1996,"Men","United Kingdom","GBR",0.010123346675598386,0.008538774571374544,0.011832985194876964,0.1522356371441717,0.14399016043862461,0.1602858209571862,0.028933697961949615,0.02650893232209862,0.03151804378526594,0.37223885756792596,0.3616566559138754,0.38275143279086793,0.43646845865035433,0.4261469685184435,0.44712664923629875,0.12553884510431673,0.11783208611259172,0.1332256467306651,0.021810372675116235,0.019213907793059135,0.024497722668829113,0.004886419364738739,0.003903962338637472,0.0060307681255330455
1997,"Men","United Kingdom","GBR",0.009951670024187736,0.008419231804927459,0.011593046525206506,0.16047754142737725,0.15238168275599892,0.16857131375619963,0.028161850816779365,0.02577887732188424,0.03066932190947202,0.36313923121390557,0.3530238097690392,0.37345463576636884,0.43826970451775005,0.4281542811373013,0.4486365752538072,0.1314248488663912,0.12385589976954464,0.13920967419738894,0.02368551241802659,0.020993881687783055,0.02653776051118628,0.005367180142959462,0.004302173730319356,0.006576054549750177
1998,"Men","United Kingdom","GBR",0.009818405404464044,0.008338382154242329,0.011411380968120428,0.1687517043971393,0.16058085104027536,0.17712281251943104,0.027478053536326506,0.025145843222547773,0.029918812775008585,0.35446035643077406,0.34446934196791223,0.3645609825804323,0.439491478231296,0.4292462784898858,0.4496295740807463,0.137195982897963,0.12948669644377686,0.14509340792934422,0.025668994359833306,0.022827130702754418,0.028719246013008203,0.005886727139342962,0.004704438392876334,0.007163913525887136
1999,"Men","United Kingdom","GBR",0.009718659618075033,0.008252677032573546,0.011318059204720777,0.17706946935456305,0.16884499291360838,0.18565599804451136,0.026859608457277518,0.024598948345621353,0.029209832938921886,0.3462134586371522,0.336125596544537,0.35630525097776994,0.4401388019329322,0.4298579657915616,0.4503243853403854,0.14284914973101534,0.13491596321127164,0.15092483182050762,0.027771829984608344,0.02478568712043424,0.03095607415251695,0.006448489638939365,0.005194042888846975,0.007828520382899936
2000,"Men","United Kingdom","GBR",0.009653220933618265,0.00817833150276286,0.01124364671452202,0.18540992334306958,0.1770165653608215,0.19417794510073316,0.026280661091913123,0.024091003314821745,0.02854883213047406,0.3383857074526567,0.3282222185079935,0.34844795129953754,0.4402704851787424,0.4297435253141603,0.45056853285777154,0.1483629853460369,0.14038483335061946,0.15674252985707682,0.029985093638000372,0.026803116012947645,0.03338632122593447,0.007061844359032323,0.0057099878751477925,0.00855251740733001
2001,"Men","United Kingdom","GBR",0.009622643254528968,0.008158645167713184,0.011191245008840334,0.19361806982949836,0.18501580095638875,0.20254503656398748,0.025719234225372766,0.023611298014683143,0.027983873334440645,0.33108291829846953,0.3209862897257677,0.3411307029090378,0.4399571323921304,0.4296738327830743,0.450165496435903,0.15364437188590818,0.1455905512288663,0.16206630821178725,0.03224687696373192,0.028884221226034533,0.0358417977604201,0.007726820979858268,0.006284459511684864,0.009339891976877611
2002,"Men","United Kingdom","GBR",0.009617555338257821,0.008169630954680042,0.011187160647610385,0.20147009739174926,0.19285896017534981,0.2104125026608962,0.025177965010484863,0.023065468106385302,0.027376818650200332,0.32448563103481065,0.31431173265873574,0.3343718763479329,0.4392487492246974,0.4289087536034654,0.44944081414021414,0.1585351375916678,0.15044792291923634,0.16701499202426467,0.03448584595927893,0.030941608888983594,0.03833972556614444,0.008449113840802526,0.006886921631721294,0.010211902502500057
2003,"Men","United Kingdom","GBR",0.009635572962874022,0.008158002498816541,0.01119179608607995,0.20889114808139772,0.20002362099655208,0.21796756407571,0.024663923822250234,0.02261888597609964,0.026805094347802795,0.31858655778619427,0.30865148446571883,0.32846722250825944,0.43822279534728376,0.42802708313782256,0.44855547234402693,0.16302101568901883,0.15482642241452904,0.17163388079987013,0.036651837427440666,0.03291175066479856,0.040785235754994,0.009218294964938234,0.007542314739467512,0.011078242548588111
2004,"Men","United Kingdom","GBR",0.009668233903719715,0.008198763329147221,0.011242119606545442,0.21578171309520522,0.20687753553917557,0.22500297929034638,0.024186888255725722,0.022180872905600457,0.026259983736923346,0.31341568714195395,0.30343091430948244,0.3233752520601297,0.4369474756033954,0.42682477390638823,0.4474404693963971,0.16702521856059815,0.15876529374381457,0.1756129473708471,0.038723709187881414,0.03479741729742044,0.04306269410982486,0.010032785346725621,0.008273858718922328,0.011993360759058708
2005,"Men","United Kingdom","GBR",0.009720777464743336,0.008239682608447018,0.011281943617172585,0.22208190216892626,0.21311494398613914,0.2313218520751558,0.023752671182743733,0.02177213681526669,0.025838836746884565,0.3089567602462402,0.29914607663004106,0.3188176380682379,0.4354878869373465,0.4255461277563984,0.44600537603136375,0.1705360287202499,0.16225080209529438,0.1791000984591143,0.04064489819325757,0.036560671647001254,0.04509186799827021,0.010900975255418771,0.009044569852737572,0.013021116688542635
2006,"Men","United Kingdom","GBR",0.009801226557143284,0.008321209435958564,0.011358674590169572,0.22777918275263973,0.2189945518295793,0.2369152900528543,0.023365769681692107,0.02142436149299956,0.025420351187414057,0.3051673080651256,0.2957459849422711,0.3149135091543515,0.43388651094339925,0.42386752262950994,0.44426489102258077,0.17358786265879744,0.16516904264267832,0.18194973787995614,0.0423880427814991,0.03824431245936805,0.046949989400339384,0.011803277312343147,0.009857922878434967,0.014020260912115286
2007,"Men","United Kingdom","GBR",0.009914718148702359,0.008461651051607922,0.011464794278139033,0.23282419628148163,0.22380749799885497,0.2418900606703356,0.023044100221349163,0.021144073024560714,0.025064006076104196,0.30205849160956977,0.2927090342312859,0.3116169946652266,0.4321584917388971,0.42225535890564836,0.442366147703963,0.17614959249161222,0.16786345165515773,0.18455238723294998,0.04394079501923976,0.03984351998637732,0.048490476677022526,0.012733808770629676,0.010735022980800783,0.015049304232837584
2008,"Men","United Kingdom","GBR",0.01006038315955311,0.008605711882577227,0.011642341885498559,0.23722507393331965,0.22824666883918343,0.24638761179601026,0.022797711755638776,0.020918981742337174,0.024799279915276036,0.29959060762044315,0.29037255980403054,0.30894863914820125,0.43032622153104527,0.42047954042068314,0.44019870068049927,0.17824447355691322,0.16999215742841067,0.18655423687039988,0.04528828504737372,0.04117169139739232,0.049766438981244804,0.013692315329032735,0.011562144094825907,0.016108331528620328
2009,"Men","United Kingdom","GBR",0.01024105699710396,0.008808874308535733,0.011815010078653352,0.24095048695905663,0.2321643149015767,0.24985649723217734,0.02262572619839009,0.02076029308451623,0.024557401471859128,0.29780116934976375,0.28869049475748654,0.30679399918511446,0.4283815584956855,0.41872309361792837,0.4379342735212583,0.17986025986941864,0.17188895045254118,0.18813931929023003,0.04642452213087238,0.04237317197409146,0.05078610832210916,0.01466570495876561,0.012416411382955725,0.01717775910539371
2010,"Men","United Kingdom","GBR",0.010462145216666779,0.008993610117214772,0.012069242672310666,0.24403957937676174,0.23539441050654036,0.25278630396246593,0.022533195741826894,0.020723971439928796,0.024419373113997646,0.29667754282398756,0.28784239195631733,0.30578076013374883,0.42628753484075704,0.4168567682034327,0.4357944267588691,0.18102329533691916,0.1731224644730319,0.1891562091614542,0.047376491705738405,0.04332605680109651,0.05173604634965768,0.015639792334104192,0.013350602984568671,0.01823752021975545
2011,"Men","United Kingdom","GBR",0.0107253239946506,0.009238290580622557,0.012356014404017936,0.24653525951818614,0.2378942731081674,0.2551472595394364,0.022503995414470245,0.020688984145525686,0.024388992695072574,0.29606968708743947,0.28715294251411483,0.30499436333949065,0.42416573198525354,0.4146465078851233,0.4334319066580739,0.18176435093319193,0.17385504920133463,0.18990973872981626,0.04816839730353439,0.04406467279758003,0.052519245261909465,0.016602511281459825,0.014197591384146233,0.019276819326684368
2012,"Men","United Kingdom","GBR",0.0110327452416043,0.009513259647114528,0.01266183813869999,0.24864906208563206,0.23983504237791892,0.25734567987483786,0.022527851270898836,0.020673321119420097,0.02444948681236291,0.2956778516386913,0.2867478331476641,0.30469141607723954,0.42211248776317345,0.41266507390881685,0.4315540311534986,0.18224206270639118,0.1742025336322919,0.19037866282074212,0.04886511306496625,0.04464561395317552,0.05339151844177709,0.017541886314274637,0.015045985624544391,0.020312364956590726
2013,"Men","United Kingdom","GBR",0.0113756823395594,0.009784189540631805,0.013078178336713016,0.2506186232760945,0.24164531956226953,0.25969098775851573,0.022594997030535923,0.0206517345157234,0.024569870120232273,0.29524970403008277,0.28609924246199553,0.30446878291829677,0.42016099132372736,0.41060937161175426,0.42975557604275216,0.18258081295099196,0.17439002532622724,0.19077693817807131,0.04956956481847117,0.04524768502952145,0.05409508863075793,0.018468245506631405,0.01586614995324662,0.021389662902654538
2014,"Men","United Kingdom","GBR",0.011750482150881363,0.01007600495668509,0.013567882540926864,0.2525655310058383,0.243517228867715,0.26191977736160255,0.022684645770189676,0.02066698674359091,0.024769484557669485,0.2946962879190683,0.285381592961188,0.30413936124091995,0.41830305115402233,0.4086156293760264,0.4281114632253278,0.1828469090526738,0.1744328976278612,0.19112750501611286,0.050303843274855424,0.04576636815521561,0.054977570235986345,0.01941477867830908,0.016635760782184313,0.022520837402813833
2015,"Men","United Kingdom","GBR",0.012147755548963544,0.010327082875338057,0.01411542425216741,0.2545287664693384,0.24513431089511112,0.264117367847086,0.022786431832427092,0.02069408595154326,0.02493867150874727,0.2939592661226689,0.2843796301135942,0.30355569264815485,0.416577778026602,0.4065912216955422,0.42689072555067287,0.1830848312378544,0.17436846969501643,0.19193404945965004,0.05107439381308007,0.04638632571091619,0.055842153984607706,0.02036954141840397,0.01734412425371666,0.023655769427066122
2016,"Men","United Kingdom","GBR",0.012563336406027631,0.010559733144693629,0.0147049926354629,0.2564828973767087,0.24630731071732848,0.2668740028801273,0.02289818465655355,0.020650314326787114,0.02524954522670659,0.2930593029593952,0.2829246660856097,0.30342750666486124,0.41499627660131494,0.40472814373976307,0.4258128789932856,0.18328344585507964,0.17383703330795755,0.1927881294701204,0.051859725058963864,0.0468480178751534,0.056880164228196126,0.021339726462665177,0.018079173827211442,0.024921770167484786
2017,"Men","United Kingdom","GBR",0.013001339503803026,0.01075482523150451,0.015478567129990073,0.25828063227490056,0.2473379389098811,0.26951925655694686,0.023016494790265556,0.020553271601550294,0.02569014598481888,0.2922062378177517,0.28137037166550916,0.30326980360897327,0.4134952936132791,0.40218361563586025,0.42538938245538743,0.1833464463998756,0.1731754963716282,0.19363265879021757,0.05261277677561702,0.04721575308847938,0.05822844628351457,0.022321409099407982,0.01863189511847621,0.02632281488187671
2018,"Men","United Kingdom","GBR",0.01346880911036547,0.010925627802858651,0.016344164059385102,0.25979650364160917,0.2473390413883914,0.27233587817437793,0.023125479872975564,0.020391285946984014,0.026181121129856003,0.2915362138569936,0.27955612419162607,0.3040712555344327,0.4120729915180562,0.3991587510242096,0.42568616471180015,0.1832023478994396,0.17178511091342594,0.1948147681455197,0.053279528736702504,0.04710013563594872,0.059710326725320784,0.023314627005467038,0.01892470233152532,0.02802803663100891
2019,"Men","United Kingdom","GBR",0.013969566176497217,0.011035327134676198,0.017335878456918703,0.2610975900518533,0.24677962323838432,0.27580889906260597,0.0232209289663301,0.020120139163304282,0.026764160362598984,0.29105183433791487,0.2771007946578938,0.30601971248377174,0.4106600784674045,0.39558608089059805,0.4263150457249061,0.18291410888782367,0.16972338491783534,0.19656645809185458,0.053846478122784334,0.04662934729979102,0.06151566120564742,0.024337003041245312,0.019160364437494214,0.030169794876113865
2020,"Men","United Kingdom","GBR",0.01450301947548538,0.011046930464525602,0.01849913366106965,0.2622986854008945,0.24542118062454166,0.27977351768418246,0.02331583803975188,0.01972253164626661,0.027476619336120903,0.29060798611218347,0.2738197131864511,0.30790567723497353,0.40927446897168474,0.3913281106618871,0.42782137070964593,0.18256422093208508,0.16737789377356826,0.19852515606248425,0.0543464328851375,0.04565401118332306,0.06370162404054805,0.025388031583671988,0.019035578398335213,0.032691387310387114
2021,"Men","United Kingdom","GBR",0.015070152388138849,0.011122892753885916,0.01979718484891176,0.26343999571561794,0.24338278608109432,0.2845261102313537,0.023417794236341855,0.019230015635188866,0.028415330823344683,0.2902222173407917,0.26999184656224456,0.31105386457297496,0.40784983831910965,0.3859487048265503,0.4299177722505835,0.1821765013792411,0.16437376077642069,0.20106026670891947,0.054794133364824534,0.04430067704860914,0.06615789288200787,0.0264693609715523,0.01882139695737716,0.035534819520946025
2022,"Men","United Kingdom","GBR",0.015666985240057434,0.011050633574502745,0.021312586461968076,0.26457859480917223,0.24055631666556127,0.28961825094372606,0.02352854429485191,0.018674987928211,0.029452124588074904,0.28985658543489917,0.2654686325962237,0.3146321583160499,0.4063692882210192,0.3802353464174628,0.4329013743649363,0.18175797407118766,0.1607792024585466,0.2045585886932008,0.05520869737879572,0.0424780038661895,0.06915554152805112,0.02761192335918885,0.0185016244532754,0.03891888405342322
2023,"Men","United Kingdom","GBR",0.016291121304439767,0.010954434275203094,0.023008297247755972,0.26577029630497345,0.2375194084051861,0.29544762464913277,0.023646848591324224,0.01813269317525336,0.030500157594564693,0.2895054972105887,0.2602614565316627,0.31897588542568966,0.4047862345886738,0.373425685379561,0.43611739660922544,0.18132376573591696,0.15649554300026408,0.20795730237510676,0.0556245724133094,0.04060968884350568,0.07264103161510141,0.028821958155747122,0.018117811593582805,0.04281714180967341
2024,"Men","United Kingdom","GBR",0.016945552094063624,0.01082607443580327,0.02512449172311307,0.26702538406891285,0.2339757274613673,0.3015301265571566,0.02377236151205642,0.01754688088565115,0.03179262564584543,0.2891276774003487,0.2549325284746503,0.3234464567988752,0.40312902292461833,0.3662017517846617,0.4400074939008072,0.1808742300879645,0.15219308338942777,0.21188643724075878,0.05605270974845609,0.038666590542397614,0.07634762385139705,0.03009844423249226,0.01742085067608146,0.047277803515208466
